@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute outputs-1 {0,1,2,3}
@attribute outputs-2 {0,1,2,3}
@attribute outputs-3 {0,1,2,3}
@attribute outputs-4 {0,1,2,3}

@data
6755,'2018/02/24 13:02:35:648',22,0.35348,-25.695213,-16.742355,1,?,?,?
6756,'2018/02/24 13:02:35:675',22,3.30777,-33.698883,-18.633614,1,?,?,?
6757,'2018/02/24 13:02:35:703',22,5.096419,-37.547932,-19.514938,1,?,?,?
6758,'2018/02/24 13:02:35:740',22,6.164319,-39.364552,-20.07869,1,?,?,?
6759,'2018/02/24 13:02:35:768',22,6.866478,-40.502739,-20.567329,1,?,?,?
6760,'2018/02/24 13:02:35:800',22,7.409661,-41.301716,-20.987938,1,?,?,?
6761,'2018/02/24 13:02:35:846',22,2.117217,-42.209213,-26.197113,1,?,?,?
6762,'2018/02/24 13:02:35:874',22,0.078487,-42.924999,-28.654114,1,?,?,?
6763,'2018/02/24 13:02:35:901',22,-0.532889,-43.318642,-29.834183,1,?,?,?
6764,'2018/02/24 13:02:35:935',22,-0.708633,-43.581947,-30.654793,1,?,?,?
6765,'2018/02/24 13:02:35:967',22,0.043105,-43.736832,-30.867889,1,?,?,?
6766,'2018/02/24 13:02:36:005',22,3.778251,-43.554138,-28.886589,1,?,?,?
6767,'2018/02/24 13:02:36:043',22,6.597772,-43.371002,-27.389267,1,?,?,?
6768,'2018/02/24 13:02:36:080',22,9.003177,-43.356167,-26.241234,1,?,?,?
6769,'2018/02/24 13:02:36:109',22,10.085711,-43.292892,-26.001183,1,?,?,?
6770,'2018/02/24 13:02:36:139',22,10.937803,-41.588459,-26.293121,1,?,?,?
6771,'2018/02/24 13:02:36:168',22,12.038872,-40.666325,-26.980026,1,?,?,?
6772,'2018/02/24 13:02:36:212',22,15.517553,-40.444687,-26.762711,1,?,?,?
6773,'2018/02/24 13:02:36:247',22,17.619959,-40.537582,-26.458984,1,?,?,?
6774,'2018/02/24 13:02:36:286',22,19.103977,-40.56823,-26.063904,1,?,?,?
6775,'2018/02/24 13:02:36:315',22,20.956778,-40.695465,-25.586487,1,?,?,?
6776,'2018/02/24 13:02:36:347',22,22.571383,-40.863461,-25.226563,1,?,?,?
6777,'2018/02/24 13:02:36:372',22,27.127108,-44.77626,-20.020447,1,?,?,?
6778,'2018/02/24 13:02:36:408',22,29.989151,-47.281986,-16.858505,1,?,?,?
6779,'2018/02/24 13:02:36:440',22,31.647316,-48.267658,-15.577927,1,?,?,?
6780,'2018/02/24 13:02:36:478',22,32.935951,-48.720314,-14.916862,1,?,?,?
6781,'2018/02/24 13:02:36:520',22,34.442097,-48.721653,-14.477013,1,?,?,?
6782,'2018/02/24 13:02:36:547',22,38.789818,-46.896446,-16.306076,1,?,?,?
6783,'2018/02/24 13:02:36:575',22,43.027912,-44.602928,-18.824707,1,?,?,?
6784,'2018/02/24 13:02:36:608',22,45.813309,-43.2929,-20.067886,1,?,?,?
6785,'2018/02/24 13:02:36:640',22,48.367405,-43.012337,-19.443375,1,?,?,?
6786,'2018/02/24 13:02:36:669',22,49.90316,-42.338913,-18.992279,1,?,?,?
6787,'2018/02/24 13:02:36:715',22,50.144924,-43.723072,-15.120941,1,?,?,?
6788,'2018/02/24 13:02:36:742',22,49.417969,-44.799904,-12.519089,1,?,?,?
6789,'2018/02/24 13:02:36:769',22,48.772537,-45.218445,-11.453171,1,?,?,?
6790,'2018/02/24 13:02:36:802',22,48.26799,-45.353519,-11.052094,1,?,?,?
6791,'2018/02/24 13:02:36:839',22,47.917732,-45.388527,-10.955215,1,?,?,?
6792,'2018/02/24 13:02:36:867',22,47.564388,-45.380356,-11.057693,1,?,?,?
6793,'2018/02/24 13:02:36:915',22,48.737247,-42.521564,-15.689148,1,?,?,?
6794,'2018/02/24 13:02:36:942',22,49.123955,-40.582531,-19.309814,1,?,?,?
6795,'2018/02/24 13:02:36:968',22,46.637154,-39.654308,-22.792557,1,?,?,?
6796,'2018/02/24 13:02:37:002',22,40.778851,-41.823284,-22.595306,1,?,?,?
6797,'2018/02/24 13:02:37:046',22,34.710205,-43.812038,-22.180054,1,?,?,?
6798,'2018/02/24 13:02:37:074',22,29.638407,-45.21685,-22.395142,1,?,?,?
6799,'2018/02/24 13:02:37:117',22,24.881395,-45.914131,-23.490906,1,?,?,?
6800,'2018/02/24 13:02:37:152',22,20.38467,-44.323132,-28.185463,1,?,?,?
6801,'2018/02/24 13:02:37:183',22,15.818369,-42.874939,-31.350899,1,?,?,?
6802,'2018/02/24 13:02:37:209',22,12.995044,-42.846169,-32.485504,1,?,?,?
6803,'2018/02/24 13:02:37:235',22,10.165176,-42.459461,-33.5457,1,?,?,?
6804,'2018/02/24 13:02:37:273',22,8.628119,-42.178375,-34.302574,1,?,?,?
6805,'2018/02/24 13:02:37:310',22,7.163538,-41.654549,-34.343025,1,?,?,?
6806,'2018/02/24 13:02:37:353',22,4.38261,-41.398651,-33.81279,1,?,?,?
6807,'2018/02/24 13:02:37:388',22,3.819859,-42.102356,-32.772896,1,?,?,?
6808,'2018/02/24 13:02:37:429',22,3.37939,-42.218857,-32.839516,1,?,?,?
6809,'2018/02/24 13:02:37:451',22,3.080661,-42.288666,-33.018684,1,?,?,?
6810,'2018/02/24 13:02:37:479',22,2.283797,-42.363148,-33.338776,1,?,?,?
6811,'2018/02/24 13:02:37:506',22,0.919381,-42.508228,-33.549858,1,?,?,?
6812,'2018/02/24 13:02:37:547',22,-1.666967,-42.290047,-32.586746,1,?,?,?
6813,'2018/02/24 13:02:37:583',22,-3.11293,-42.039757,-32.217789,1,?,?,?
6814,'2018/02/24 13:02:37:609',22,-4.409483,-41.71701,-31.954193,1,?,?,?
6815,'2018/02/24 13:02:37:635',22,-5.522096,-41.310661,-31.696198,1,?,?,?
6816,'2018/02/24 13:02:37:673',22,-6.61729,-40.716179,-31.204041,1,?,?,?
6817,'2018/02/24 13:02:37:707',22,-12.477953,-38.631439,-28.632095,1,?,?,?
6818,'2018/02/24 13:02:37:750',22,-17.305002,-37.193047,-27.085175,1,?,?,?
6819,'2018/02/24 13:02:37:786',22,-19.408085,-36.576263,-26.314194,1,?,?,?
6820,'2018/02/24 13:02:37:815',22,-20.641411,-36.219543,-25.802872,1,?,?,?
6821,'2018/02/24 13:02:37:842',22,-21.345768,-36.043034,-25.229599,1,?,?,?
6822,'2018/02/24 13:02:37:875',22,-21.582577,-35.995419,-24.498169,1,?,?,?
6823,'2018/02/24 13:02:37:906',22,-21.574463,-35.983505,-23.817459,1,?,?,?
6824,'2018/02/24 13:02:37:936',22,-21.581833,-35.953674,-23.289658,1,?,?,?
6825,'2018/02/24 13:02:37:985',22,-21.278463,-35.94244,-22.925125,1,?,?,?
6826,'2018/02/24 13:02:38:015',22,-21.167362,-35.895218,-22.757156,1,?,?,?
6827,'2018/02/24 13:02:38:040',22,-18.046421,-35.68235,-23.202759,1,?,?,?
6828,'2018/02/24 13:02:38:075',22,-17.272762,-35.514233,-23.307465,1,?,?,?
6829,'2018/02/24 13:02:38:105',22,-17.99498,-35.155739,-23.264038,1,?,?,?
6830,'2018/02/24 13:02:38:142',22,-17.898632,-35.070354,-23.46228,1,?,?,?
6831,'2018/02/24 13:02:38:183',22,-17.870251,-34.987179,-23.758545,1,?,?,?
6832,'2018/02/24 13:02:38:208',22,-15.636147,-34.991341,-24.935928,1,?,?,?
6833,'2018/02/24 13:02:38:235',22,-13.343051,-34.804596,-26.471832,1,?,?,?
6834,'2018/02/24 13:02:38:273',22,-8.710979,-35.742928,-29.620819,1,?,?,?
6835,'2018/02/24 13:02:38:309',22,-3.078274,-36.790886,-32.984543,1,?,?,?
6836,'2018/02/24 13:02:38:335',22,1.521091,-37.41291,-34.474503,1,?,?,?
6837,'2018/02/24 13:02:38:381',22,4.7985,-37.815079,-34.644623,1,?,?,?
6838,'2018/02/24 13:02:38:410',22,6.286798,-38.030075,-34.853058,1,?,?,?
6839,'2018/02/24 13:02:38:447',22,8.089063,-37.906895,-35.059464,1,?,?,?
6840,'2018/02/24 13:02:38:477',22,9.444015,-37.936649,-34.946304,1,?,?,?
6841,'2018/02/24 13:02:38:508',22,10.375642,-37.879116,-35,1,?,?,?
6842,'2018/02/24 13:02:38:546',22,9.694448,-35.681412,-37.728546,1,?,?,?
6843,'2018/02/24 13:02:38:581',22,12.717659,-35.095108,-38.814621,1,?,?,?
6844,'2018/02/24 13:02:38:615',22,18.767765,-35.368603,-40.342049,1,?,?,?
6845,'2018/02/24 13:02:38:644',22,23.594479,-35.773464,-40.891136,1,?,?,?
6846,'2018/02/24 13:02:38:674',22,27.537071,-36.352196,-40.771454,1,?,?,?
6847,'2018/02/24 13:02:38:710',22,32.57972,-41.835007,-31.860962,1,?,?,?
6848,'2018/02/24 13:02:38:746',22,35.419621,-43.398148,-27.853302,1,?,?,?
6849,'2018/02/24 13:02:38:779',22,37.402386,-44.622093,-24.473145,1,?,?,?
6850,'2018/02/24 13:02:38:813',22,38.897617,-44.874432,-23.074402,1,?,?,?
6851,'2018/02/24 13:02:38:847',22,41.791073,-42.888332,-24.306183,1,?,?,?
6852,'2018/02/24 13:02:38:876',22,44.847885,-41.01358,-25.81105,1,?,?,?
6853,'2018/02/24 13:02:38:906',22,46.431717,-40.024765,-26.556976,1,?,?,?
6854,'2018/02/24 13:02:38:945',22,47.894829,-39.173908,-27.037857,1,?,?,?
6855,'2018/02/24 13:02:38:976',22,48.725567,-38.761326,-27.210449,1,?,?,?
6856,'2018/02/24 13:02:39:015',22,49.308762,-38.508461,-27.298691,1,?,?,?
6857,'2018/02/24 13:02:39:047',22,49.596569,-38.42025,-27.283218,1,?,?,?
6858,'2018/02/24 13:02:39:079',22,49.50362,-38.568565,-27.222,1,?,?,?
6859,'2018/02/24 13:02:39:107',22,48.230194,-39.20752,-27.563782,1,?,?,?
6860,'2018/02/24 13:02:39:147',22,43.556572,-41.019066,-28.089752,1,?,?,?
6861,'2018/02/24 13:02:39:179',22,37.625629,-43.181026,-27.786377,1,?,?,?
6862,'2018/02/24 13:02:39:216',22,31.986692,-44.60688,-28.079468,1,?,?,?
6863,'2018/02/24 13:02:39:254',22,27.25173,-43.368355,-32.104019,1,?,?,?
6864,'2018/02/24 13:02:39:282',22,23.398466,-44.567886,-31.950546,1,?,?,?
6865,'2018/02/24 13:02:39:310',22,18.790314,-42.608089,-36.170212,1,?,?,?
6866,'2018/02/24 13:02:39:346',22,13.23074,-41.457253,-39.107079,1,?,?,?
6867,'2018/02/24 13:02:39:374',22,8.246538,-40.736702,-39.372299,1,?,?,?
6868,'2018/02/24 13:02:39:412',22,3.370562,-39.913635,-38.98822,1,?,?,?
6869,'2018/02/24 13:02:39:458',22,3.128974,-40.297253,-36.246307,1,?,?,?
6870,'2018/02/24 13:02:39:486',22,-0.693422,-40.124554,-34.892929,1,?,?,?
6871,'2018/02/24 13:02:39:513',22,-2.055951,-40.171665,-33.841904,1,?,?,?
6872,'2018/02/24 13:02:39:545',22,-2.918023,-40.562229,-32.916641,1,?,?,?
6873,'2018/02/24 13:02:39:578',22,-3.929237,-40.758816,-32.285797,1,?,?,?
6874,'2018/02/24 13:02:39:605',22,-5.13239,-40.803692,-31.979553,1,?,?,?
6875,'2018/02/24 13:02:39:650',22,-7.351933,-41.024837,-31.926804,1,?,?,?
6876,'2018/02/24 13:02:39:678',22,-9.529286,-41.245277,-31.89209,1,?,?,?
6877,'2018/02/24 13:02:39:713',22,-11.941886,-41.14278,-31.627975,1,?,?,?
6878,'2018/02/24 13:02:39:746',22,-13.898211,-40.090256,-29.749786,1,?,?,?
6879,'2018/02/24 13:02:39:775',22,-18.83637,-37.690899,-23.455124,1,?,?,?
6880,'2018/02/24 13:02:39:813',22,-21.99493,-36.118813,-19.428375,1,?,?,?
6881,'2018/02/24 13:02:39:851',22,-23.102972,-35.524548,-17.993668,1,?,?,?
6882,'2018/02/24 13:02:39:880',22,-23.893044,-35.111092,-16.980072,1,?,?,?
6883,'2018/02/24 13:02:39:914',22,-24.185402,-34.848091,-16.485184,1,?,?,?
6884,'2018/02/24 13:02:39:944',22,-24.004696,-34.673851,-16.495163,1,?,?,?
6885,'2018/02/24 13:02:39:974',22,-23.532177,-34.60334,-16.819,1,?,?,?
6886,'2018/02/24 13:02:40:014',22,-20.696892,-35.048328,-18.542328,1,?,?,?
6887,'2018/02/24 13:02:40:048',22,-19.059725,-35.354088,-19.82634,1,?,?,?
6888,'2018/02/24 13:02:40:081',22,-15.928186,-35.924019,-21.740585,1,?,?,?
6889,'2018/02/24 13:02:40:113',22,-13.151707,-36.435787,-23.047058,1,?,?,?
6890,'2018/02/24 13:02:40:147',22,-6.313858,-38.000668,-28.265839,1,?,?,?
6891,'2018/02/24 13:02:40:175',22,-0.7282,-38.871765,-31.18869,1,?,?,?
6892,'2018/02/24 13:02:40:215',22,3.333379,-39.818062,-33.497543,1,?,?,?
6893,'2018/02/24 13:02:40:247',22,6.537086,-40.434578,-34.398376,1,?,?,?
6894,'2018/02/24 13:02:40:282',22,7.850829,-39.566833,-32.951187,1,?,?,?
6895,'2018/02/24 13:02:40:312',22,9.125109,-39.242287,-32.94632,1,?,?,?
6896,'2018/02/24 13:02:40:346',22,11.862329,-39.010132,-32.699493,1,?,?,?
6897,'2018/02/24 13:02:40:374',22,14.483392,-38.519768,-33.371826,1,?,?,?
6898,'2018/02/24 13:02:40:413',22,18.603518,-38.501896,-34.210556,1,?,?,?
6899,'2018/02/24 13:02:40:444',22,24.153753,-38.489258,-36.086777,1,?,?,?
6900,'2018/02/24 13:02:40:483',22,29.732124,-38.981541,-36.230331,1,?,?,?
6901,'2018/02/24 13:02:40:516',22,34.374424,-39.666031,-35.160049,1,?,?,?
6902,'2018/02/24 13:02:40:545',22,38.114258,-42.597637,-28.542404,1,?,?,?
6903,'2018/02/24 13:02:40:580',22,40.753387,-44.024902,-25.093933,1,?,?,?
6904,'2018/02/24 13:02:40:614',22,43.492832,-44.177059,-24.235306,1,?,?,?
6905,'2018/02/24 13:02:40:646',22,45.490208,-43.904922,-24.289825,1,?,?,?
6906,'2018/02/24 13:02:40:684',22,49.419521,-42.489609,-26.399673,1,?,?,?
6907,'2018/02/24 13:02:40:722',22,51.107044,-41.894123,-27.248062,1,?,?,?
6908,'2018/02/24 13:02:40:752',22,52.363586,-41.541908,-27.882095,1,?,?,?
6909,'2018/02/24 13:02:40:780',22,53.082912,-41.349525,-28.268585,1,?,?,?
6910,'2018/02/24 13:02:40:814',22,53.454319,-41.211342,-28.727936,1,?,?,?
6911,'2018/02/24 13:02:40:848',22,52.581512,-41.210667,-29.730637,1,?,?,?
6912,'2018/02/24 13:02:40:880',22,47.905045,-42.071152,-31.275269,1,?,?,?
6913,'2018/02/24 13:02:40:916',22,42.459053,-42.858624,-33.56163,1,?,?,?
6914,'2018/02/24 13:02:40:945',22,34.9109,-44.643044,-33.595703,1,?,?,?
6915,'2018/02/24 13:02:40:981',22,28.381821,-46.181755,-33.651672,1,?,?,?
6916,'2018/02/24 13:02:41:013',22,22.950838,-46.765919,-34.988708,1,?,?,?
6917,'2018/02/24 13:02:41:045',22,16.507524,-46.393745,-36.686859,1,?,?,?
6918,'2018/02/24 13:02:41:085',22,11.785786,-49.639938,-37.312866,1,?,?,?
6919,'2018/02/24 13:02:41:119',22,9.344698,-50.27058,-37.587479,1,?,?,?
6920,'2018/02/24 13:02:41:148',22,1.423517,-45.85746,-38.150055,1,?,?,?
6921,'2018/02/24 13:02:41:181',22,-0.821182,-44.348061,-35.341354,1,?,?,?
6922,'2018/02/24 13:02:41:213',22,-8.326914,-41.558807,-33.259369,1,?,?,?
6923,'2018/02/24 13:02:41:245',22,-7.878686,-41.691029,-32.234283,1,?,?,?
6924,'2018/02/24 13:02:41:286',22,-9.154823,-41.552872,-31.996597,1,?,?,?
6925,'2018/02/24 13:02:41:322',22,-11.383825,-41.193371,-31.352875,1,?,?,?
6926,'2018/02/24 13:02:41:354',22,-12.367017,-40.916451,-30.625488,1,?,?,?
6927,'2018/02/24 13:02:41:385',22,-13.424479,-39.954243,-29.459412,1,?,?,?
6928,'2018/02/24 13:02:41:415',22,-14.74249,-38.659878,-28.188492,1,?,?,?
6929,'2018/02/24 13:02:41:445',22,-15.554811,-37.519878,-27.16452,1,?,?,?
6930,'2018/02/24 13:02:41:483',22,-17.216839,-35.9189,-25.318298,1,?,?,?
6931,'2018/02/24 13:02:41:517',22,-19.496124,-34.514954,-18.730652,1,?,?,?
6932,'2018/02/24 13:02:41:549',22,-20.520746,-33.907978,-15.123627,1,?,?,?
6933,'2018/02/24 13:02:41:581',22,-20.956581,-33.571339,-13.679382,1,?,?,?
6934,'2018/02/24 13:02:41:614',22,-21.233559,-33.335876,-12.670441,1,?,?,?
6935,'2018/02/24 13:02:41:645',22,-17.947222,-34.907787,-18.307129,1,?,?,?
6936,'2018/02/24 13:02:41:681',22,-16.962942,-34.824043,-20.595657,1,?,?,?
6937,'2018/02/24 13:02:41:718',22,-16.345329,-34.466705,-22.504227,1,?,?,?
6938,'2018/02/24 13:02:41:749',22,-13.95141,-34.391716,-22.928162,1,?,?,?
6939,'2018/02/24 13:02:41:782',22,-12.840767,-34.45422,-23.165482,1,?,?,?
6940,'2018/02/24 13:02:41:812',22,-11.425687,-34.895584,-23.323593,1,?,?,?
6941,'2018/02/24 13:02:41:845',22,-11.044956,-35.352757,-23.264618,1,?,?,?
6942,'2018/02/24 13:02:41:881',22,-10.65344,-35.617508,-23.521194,1,?,?,?
6943,'2018/02/24 13:02:41:914',22,-4.798265,-37.300213,-28.461945,1,?,?,?
6944,'2018/02/24 13:02:41:952',22,0.480982,-38.495125,-31.849411,1,?,?,?
6945,'2018/02/24 13:02:41:982',22,5.425507,-38.917374,-33.667587,1,?,?,?
6946,'2018/02/24 13:02:42:013',22,8.998896,-38.602825,-34.960785,1,?,?,?
6947,'2018/02/24 13:02:42:045',22,12.308344,-38.002609,-36.155594,1,?,?,?
6948,'2018/02/24 13:02:42:081',22,15.307201,-37.375683,-36.873795,1,?,?,?
6949,'2018/02/24 13:02:42:115',22,18.950331,-36.649864,-37.924393,1,?,?,?
6950,'2018/02/24 13:02:42:162',22,23.999218,-35.763351,-39.046509,1,?,?,?
6951,'2018/02/24 13:02:42:188',22,28.398438,-36.303329,-36.715324,1,?,?,?
6952,'2018/02/24 13:02:42:217',22,34.100811,-37.15683,-33.444733,1,?,?,?
6953,'2018/02/24 13:02:42:249',22,37.719299,-37.892029,-30.287613,1,?,?,?
6954,'2018/02/24 13:02:42:281',22,40.261845,-38.284485,-27.937943,1,?,?,?
6955,'2018/02/24 13:02:42:314',22,41.980732,-38.415482,-26.48877,1,?,?,?
6956,'2018/02/24 13:02:42:364',22,45.342648,-37.527637,-26.135437,1,?,?,?
6957,'2018/02/24 13:02:42:388',22,47.501453,-36.885132,-25.983871,1,?,?,?
6958,'2018/02/24 13:02:42:417',22,49.463943,-36.231548,-25.843765,1,?,?,?
6959,'2018/02/24 13:02:42:449',22,50.728539,-35.862015,-25.556351,1,?,?,?
6960,'2018/02/24 13:02:42:486',22,51.588566,-35.649002,-25.156937,1,?,?,?
6961,'2018/02/24 13:02:42:514',22,52.166004,-35.517563,-24.600082,1,?,?,?
6962,'2018/02/24 13:02:42:556',22,52.522324,-35.45993,-23.856552,1,?,?,?
6963,'2018/02/24 13:02:42:588',22,55.318005,-33.291927,-24.513382,1,?,?,?
6964,'2018/02/24 13:02:42:620',22,56.461727,-32.487946,-24.440781,1,?,?,?
6965,'2018/02/24 13:02:42:650',22,57.079891,-32.110794,-24.116348,1,?,?,?
6966,'2018/02/24 13:02:42:681',22,57.426659,-31.927526,-23.603378,1,?,?,?
6967,'2018/02/24 13:02:42:715',22,57.504604,-31.871685,-22.976135,1,?,?,?
6968,'2018/02/24 13:02:42:755',22,57.311832,-31.969055,-22.249771,1,?,?,?
6969,'2018/02/24 13:02:42:784',22,56.883644,-32.187248,-21.497543,1,?,?,?
6970,'2018/02/24 13:02:42:814',22,56.010029,-32.588657,-20.55986,1,?,?,?
6971,'2018/02/24 13:02:42:850',22,55.10656,-33.072693,-19.833237,1,?,?,?
6972,'2018/02/24 13:02:42:882',22,54.045162,-33.665878,-19.241272,1,?,?,?
6973,'2018/02/24 13:02:42:915',22,52.701874,-34.381958,-18.64595,1,?,?,?
6974,'2018/02/24 13:02:42:952',22,51.667782,-35.126942,-18.347488,1,?,?,?
6975,'2018/02/24 13:02:42:989',22,50.094055,-35.842873,-17.713135,1,?,?,?
6976,'2018/02/24 13:02:43:018',22,48.922844,-36.510204,-17.102859,1,?,?,?
6977,'2018/02/24 13:02:43:051',22,47.152935,-37.227379,-16.375336,1,?,?,?
6978,'2018/02/24 13:02:43:082',22,46.372688,-37.908279,-16.114426,1,?,?,?
6979,'2018/02/24 13:02:43:115',22,46.066872,-38.966835,-15.725616,1,?,?,?
6980,'2018/02/24 13:02:43:151',22,46.613861,-40.18515,-15.675514,1,?,?,?
6981,'2018/02/24 13:02:43:193',22,46.120674,-42.00399,-15.012527,1,?,?,?
6982,'2018/02/24 13:02:43:220',22,45.350677,-42.563599,-14.820457,1,?,?,?
6983,'2018/02/24 13:02:43:254',22,44.616455,-42.756378,-15.205711,1,?,?,?
6984,'2018/02/24 13:02:43:284',22,44.111618,-42.552021,-16.179466,1,?,?,?
6985,'2018/02/24 13:02:43:315',22,44.179024,-54.782951,-6.841621,1,?,?,?
6986,'2018/02/24 13:02:43:351',22,44.417057,-60.467064,-2.202393,1,?,?,?
6987,'2018/02/24 13:02:43:388',22,17.382957,-47.054668,-15.529938,1,?,?,?
6988,'2018/02/24 13:02:43:419',22,14.573315,-46.581856,-15.25531,1,?,?,?
6989,'2018/02/24 13:02:43:450',22,10.470154,-42.298458,-18.276512,1,?,?,?
6990,'2018/02/24 13:02:43:482',22,11.189667,-40.797108,-18.709801,1,?,?,?
6991,'2018/02/24 13:02:43:519',22,7.281929,-38.034351,-20.579681,1,?,?,?
6992,'2018/02/24 13:02:43:550',22,5.253685,-37.343372,-20.313843,1,?,?,?
6993,'2018/02/24 13:02:43:585',22,4.56266,-36.460903,-20.609383,1,?,?,?
6994,'2018/02/24 13:02:43:629',22,5.053135,-34.739929,-20.803391,1,?,?,?
6995,'2018/02/24 13:02:43:656',22,5.358322,-33.24678,-20.378075,1,?,?,?
6996,'2018/02/24 13:02:43:685',22,2.582893,-30.559431,-17.336716,1,?,?,?
6997,'2018/02/24 13:02:43:717',22,1.969608,-28.755503,-17.661095,1,?,?,?
6998,'2018/02/24 13:02:43:748',22,2.109577,-27.11768,-18.956688,1,?,?,?
6999,'2018/02/24 13:02:43:779',22,0.351021,-18.469227,-17.664215,1,?,?,?
7000,'2018/02/24 13:02:43:817',22,-3.998215,-16.098705,-11.584129,1,?,?,?
7001,'2018/02/24 13:02:43:853',22,10.642419,2.250156,20.25246,1,?,?,?
7002,'2018/02/24 13:02:51:491',22,-0.031275,-15.156685,-8.498062,2,?,?,?
7003,'2018/02/24 13:02:51:529',22,5.940063,7.752472,-10.04007,2,?,?,?
7004,'2018/02/24 13:02:51:558',22,8.573702,15.961388,-10.720505,2,?,?,?
7005,'2018/02/24 13:02:51:591',22,10.064798,19.96101,-11.007813,2,?,?,?
7006,'2018/02/24 13:02:51:628',22,11.053515,20.907951,-10.983215,2,?,?,?
7007,'2018/02/24 13:02:51:655',22,11.735453,20.279915,-10.574051,2,?,?,?
7008,'2018/02/24 13:02:51:688',22,12.004601,18.415203,-10.083679,2,?,?,?
7009,'2018/02/24 13:02:51:726',22,11.693226,14.792419,-9.381897,2,?,?,?
7010,'2018/02/24 13:02:51:756',22,11.616286,13.131065,-9.133743,2,?,?,?
7011,'2018/02/24 13:02:51:796',22,11.688875,10.791794,-8.907715,2,?,?,?
7012,'2018/02/24 13:02:51:832',22,11.749911,10.249481,-8.958176,2,?,?,?
7013,'2018/02/24 13:02:51:859',22,11.715601,10.109875,-8.966888,2,?,?,?
7014,'2018/02/24 13:02:51:888',22,11.649954,10.308643,-8.900482,2,?,?,?
7015,'2018/02/24 13:02:51:926',22,11.595743,10.670063,-8.825394,2,?,?,?
7016,'2018/02/24 13:02:51:956',22,11.570575,11.0144,-8.761551,2,?,?,?
7017,'2018/02/24 13:02:51:988',22,11.557828,11.312241,-8.671478,2,?,?,?
7018,'2018/02/24 13:02:52:030',22,11.521064,11.911304,-8.460022,2,?,?,?
7019,'2018/02/24 13:02:52:060',22,11.525099,12.367516,-8.208939,2,?,?,?
7020,'2018/02/24 13:02:52:094',22,11.663774,12.363678,-7.850677,2,?,?,?
7021,'2018/02/24 13:02:52:125',22,11.7477,12.222145,-7.389969,2,?,?,?
7022,'2018/02/24 13:02:52:156',22,9.965368,11.359486,-6.705536,2,?,?,?
7023,'2018/02/24 13:02:52:195',22,9.096848,10.931049,-6.431931,2,?,?,?
7024,'2018/02/24 13:02:52:237',22,6.913468,13.447681,-6.984314,2,?,?,?
7025,'2018/02/24 13:02:52:267',22,6.021091,14.288391,-6.819336,2,?,?,?
7026,'2018/02/24 13:02:52:296',22,5.807333,14.443119,-5.48645,2,?,?,?
7027,'2018/02/24 13:02:52:326',22,6.729614,14.94384,-4.638138,2,?,?,?
7028,'2018/02/24 13:02:52:355',22,7.393711,15.115055,-4.062653,2,?,?,?
7029,'2018/02/24 13:02:52:393',22,7.71747,15.105537,-3.486771,2,?,?,?
7030,'2018/02/24 13:02:52:430',22,8.073301,14.883743,-3.042984,2,?,?,?
7031,'2018/02/24 13:02:52:468',22,9.12755,14.715466,-3.253616,2,?,?,?
7032,'2018/02/24 13:02:52:495',22,9.399742,13.099045,-1.235641,2,?,?,?
7033,'2018/02/24 13:02:52:525',22,9.391088,11.589104,0.099136,2,?,?,?
7034,'2018/02/24 13:02:52:559',22,9.218719,10.181049,0.96109,2,?,?,?
7035,'2018/02/24 13:02:52:593',22,9.026929,9.041916,1.471237,2,?,?,?
7036,'2018/02/24 13:02:52:629',22,11.834827,6.446312,2.371719,2,?,?,?
7037,'2018/02/24 13:02:52:665',22,13.005916,5.021133,2.815033,2,?,?,?
7038,'2018/02/24 13:02:52:693',22,13.496222,4.134083,3.014191,2,?,?,?
7039,'2018/02/24 13:02:52:726',22,13.70717,3.491295,3.09436,2,?,?,?
7040,'2018/02/24 13:02:52:755',22,12.323202,0.668022,3.973953,2,?,?,?
7041,'2018/02/24 13:02:52:793',22,11.470237,-0.872177,4.448578,2,?,?,?
7042,'2018/02/24 13:02:52:827',22,10.843107,-1.741768,4.708801,2,?,?,?
7043,'2018/02/24 13:02:52:862',22,10.319737,-2.303043,4.878296,2,?,?,?
7044,'2018/02/24 13:02:52:894',22,9.908878,-2.651432,4.990997,2,?,?,?
7045,'2018/02/24 13:02:52:925',22,9.580458,-2.89003,5.079132,2,?,?,?
7046,'2018/02/24 13:02:52:955',22,9.324934,-3.054489,5.148407,2,?,?,?
7047,'2018/02/24 13:02:52:994',22,9.057421,-3.180416,5.188705,2,?,?,?
7048,'2018/02/24 13:02:53:025',22,5.388884,-7.317867,-6.67511,2,?,?,?
7049,'2018/02/24 13:02:53:059',22,2.932407,-9.913155,-14.412766,2,?,?,?
7050,'2018/02/24 13:02:53:099',22,1.934741,-10.796345,-17.014282,2,?,?,?
7051,'2018/02/24 13:02:53:128',22,1.217438,-11.328976,-18.65477,2,?,?,?
7052,'2018/02/24 13:02:53:157',22,0.723258,-11.47184,-19.255341,2,?,?,?
7053,'2018/02/24 13:02:53:193',22,7.066871,-10.411922,-10.417084,2,?,?,?
